Exactitud,F1,Sensibilidad,Recall,Precision,Especificidad,FNR,FPR,AUC
0.47,0.37513748607767244,0.3661827838889839,0.3661827838889839,0.39362931934002915,0.6646202690420812,0.633817215722828,0.3353797308763942,0
