Exactitud,F1,Sensibilidad,Recall,Precision,Especificidad,FNR,FPR,AUC
0.4965,0.33880703269770795,0.3445485811898026,0.3445485811898026,0.3332538441836022,0.6794999176998893,0.655451418369977,0.320500082218586,0
