Exactitud,F1,Sensibilidad,Recall,Precision,Especificidad,FNR,FPR,AUC
0.9600000000000001,0.9598997493734335,0.9600000000000001,0.9600000000000001,0.9622895622895623,0.9799999951,0.0399999996,0.01999999989999995,0.9973333333333333
