Exactitud,F1,Sensibilidad,Recall,Precision,Especificidad,FNR,FPR,AUC
0.499,0.3918538660617627,0.3788868302925276,0.3788868302925276,0.44014985363837367,0.6806339627777804,0.621113169311544,0.3193660371406949,0
