Exactitud,F1,Sensibilidad,Recall,Precision,Especificidad,FNR,FPR,AUC
0.5115,0.2651643753735804,0.34273360227558697,0.34273360227558697,0.3409313320795293,0.6756895399062515,0.6572663972827238,0.3243104600122239,0
