WhiteElo,BlackElo,MovesCount,GameElo,EloDiff,Result
-0.22395256416293258,-0.1808233165153474,1.246941971579865,-0.20472238560789113,-0.16873792757778885,0-1
0.8910485907606708,0.9273250301572556,-0.286106914773109,0.9174071207011433,-0.1389475034063387,1-0
1.206711018181965,1.2253787234002316,1.5135591692064694,1.2255433695731894,-0.06943651367295504,0-1
0.23172142380812907,0.18601199824523842,-0.8193413100263174,0.21126155036937105,0.1788170210891295,1-0
-0.06866701518955404,0.08156583223701608,0.7803618757333077,0.005837384454673681,-0.5858038659780909,1-0
0.4481029264759516,0.41018913504337423,0.7803618757333077,0.43209252872767073,0.14902659691767936,1-0
0.08661853378382452,0.12487277911847412,-0.286106914773109,0.10598166533808864,-0.14887764479682208,0-1
-0.43015140788168116,-0.22667773086042062,-0.6193784118063642,-0.3305446872306433,-0.7943368351782419,1-0
-0.8934623900645483,-0.8406173895916789,-1.685847202312781,-0.8749187269045913,-0.20845849313972237,0-1
-0.5650716389569117,-0.4406649978040957,-0.08614401655315586,-0.5077230303320698,-0.48650245207325704,1-0
-1.0105629679788994,-0.99856037233582,-1.1526128070595727,-1.013580038897012,-0.04957623089198828,1-0
-0.10939765098585005,-0.1451587720247349,-1.0193042082462704,-0.12768832338987962,0.13909645552719596,1-0
-0.6414415810749667,-0.6826744068475378,-0.9526499088396195,-0.6669267589159602,0.15895673830816273,1-0
-0.7865444710992713,-0.12732649977942864,1.180287672173214,-0.46150259300126284,-2.5718321440747673,0-1
-0.7890901358365398,-0.7540034958287628,-0.15279831595980692,-0.7773422480951101,-0.1389475034063387,0-1
0.0357052390384545,0.23186641259031165,0.6470532769200057,0.13422748815135954,-0.7645464110067918,1-0
1.512190786654185,1.5106950793251317,-0.21945261536645796,1.5234084101495005,0.010004617450912004,0-1
0.6543017701947003,0.7235276330680412,-0.286106914773109,0.6940083402689099,-0.26803934148262265,1-0
0.04588789798752851,-0.05854487826181879,1.5802134686131204,-0.0070016259149949045,0.40721027307024726,0-1
1.0565167986831234,1.0648882731924754,-1.2192671064662237,1.0689074430632326,-0.02971594811102152,1-0
-0.19849591679024758,-0.20375052368788402,1.113633372766563,-0.2021545835339574,0.019934758841395388,0-1
-0.7483595000402438,-0.8202376498827574,2.313410762086282,-0.7901812584647786,0.2781184349939633,0-1
0.6033884754493302,0.5885118574964368,-1.1526128070595727,0.601567465607296,0.059655324403328915,1-0
0.10698385168197252,0.1427050513637804,1.7801763668330735,0.12652408192955839,-0.1389475034063387,1-0
0.7001237354655332,0.6572934790140467,0.7803618757333077,0.683737131973175,0.1688868796986461,0-1
0.27499772434169356,-0.025427801234821457,0.4470903787000525,0.12652408192955839,1.1718311601374676,1/2-1/2
-0.4861560321015882,-0.48651941214916894,0.6470532769200057,-0.4897484158145337,7.447606042862487e-05,0-1
