Exactitud,F1,Sensibilidad,Recall,Precision,Especificidad,FNR,FPR,AUC
0.5045,0.37584085836012865,0.366859076503463,0.366859076503463,0.5422403901319565,0.6809440224324975,0.6331409230811187,0.31905597748597775,0
