Exactitud,F1,Sensibilidad,Recall,Precision,Especificidad,FNR,FPR,AUC
0.501,0.36125946565082107,0.35831465127685574,0.35831465127685574,0.4246973410387524,0.6806499671781143,0.6416853482979062,0.31935003274036106,0
