Exactitud,F1,Sensibilidad,Recall,Precision,Especificidad,FNR,FPR,AUC
0.53,0.22840722772499608,0.268052558128894,0.268052558128894,0.2772517211674146,0.6890175915095295,0.6425965887164886,0.31098240840888397,0
