Exactitud,F1,Sensibilidad,Recall,Precision,Especificidad,FNR,FPR,AUC
0.9599999999999999,0.9598653198653198,0.9599999999999999,0.9599999999999999,0.962222222222222,0.9799999951,0.0399999996,0.01999999989999995,0.9913333333333334
