Exactitud,F1,Sensibilidad,Recall,Precision,Especificidad,FNR,FPR,AUC
0.503,0.37668064225717757,0.3674767794112423,0.3674767794112423,0.4862791217708817,0.681949565346233,0.6325232201735774,0.3180504345722423,0
