Dataset,Fold,Method,Exactitud,F1,Sensibilidad,Recall,Precision,Especificidad,FNR,FPR,AUC
estandarizado_PCA95,1,NaiveBayes,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.9333333286666666,0.13333333200000003,0.06666666633333333,0.9633333333333334
