Exactitud,F1,Sensibilidad,Recall,Precision,Especificidad,FNR,FPR,AUC
0.4975,0.3505585346998337,0.3513975009041104,0.3513975009041104,0.37624592515500926,0.6784149127531883,0.648602498665316,0.32158508716528694,0
