Exactitud,F1,Sensibilidad,Recall,Precision,Especificidad,FNR,FPR,AUC
0.525,0.43004231124088194,0.4236998029587864,0.4236998029587864,0.4386581353459378,0.702388097708643,0.5763001966817706,0.29761190220983247,0
