Exactitud,F1,Sensibilidad,Recall,Precision,Especificidad,FNR,FPR,AUC
0.9199999999999999,0.9197984861142755,0.9199999999999999,0.9199999999999999,0.9232996632996633,0.9599999952000001,0.0799999992,0.03999999979999993,0.9720000000000001
