Dataset,Fold,Method,Exactitud,F1,Sensibilidad,Recall,Precision,Especificidad,FNR,FPR,AUC
normalizado_PCA80,3,RandomForest,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.9333333286666666,0.13333333200000003,0.06666666633333333,0.9583333333333334
