Exactitud,F1,Sensibilidad,Recall,Precision,Especificidad,FNR,FPR,AUC
0.5135,0.3912446610297177,0.3797070861863266,0.3797070861863266,0.5069641834347717,0.6864249283584339,0.6202929134085747,0.31357507156004144,0
