Dataset,Fold,Method,Exactitud,F1,Sensibilidad,Recall,Precision,Especificidad,FNR,FPR,AUC
original,5,Ensemble_Mediana,1.0,1.0,1.0,1.0,1.0,0.9999999949999999,0.0,0.0,1.0
