Dataset,Fold,Method,Exactitud,F1,Sensibilidad,Recall,Precision,Especificidad,FNR,FPR,AUC
original,2,Ensemble_Votacion,1.0,1.0,1.0,1.0,1.0,0.9999999949999999,0.0,0.0,1.0
