WhiteElo,BlackElo,MovesCount,GameElo,EloDiff,Result
0.6224944320712695,0.6314442413162706,0.37583892617449666,0.6194590533433509,0.4581005586592179,0-1
0.4591685226429102,0.473491773308958,0.19463087248322147,0.45567242674680697,0.4549082202713488,0-1
0.3530066815144767,0.3575868372943327,0.12751677852348994,0.34259954921111946,0.4672785315243416,1-0
0.45174461766889384,0.48884826325411335,0.2885906040268456,0.45980465815176563,0.4301675977653632,1-0
0.6670378619153675,0.6723948811700183,0.20134228187919462,0.6630353117956425,0.46129289704708704,0-1
0.3374164810690423,0.3378427787934186,0.4563758389261745,0.32456799398948166,0.4720670391061453,0-1
0.4621380846325167,0.4760511882998172,0.40268456375838924,0.45867768595041325,0.45530726256983245,1-0
0.4866369710467706,0.4519195612431445,0.2684563758389262,0.45867768595041325,0.5079808459696729,1/2-1/2
0.370452858203415,0.3776965265082267,0.1342281879194631,0.36175807663410975,0.4640861931364725,0-1
0.4227913882702302,0.45009140767824507,0.18120805369127516,0.42524417731029307,0.44134078212290506,1-0
0.5415738678544915,0.5542961608775138,0.12080536912751677,0.5390683696468821,0.45530726256983245,1-0
0.38455827765404604,0.4131627056672761,0.22147651006711408,0.3869271224643126,0.4405426975259378,0-1
0.3801039346696362,0.3722120658135284,0.1610738255033557,0.36363636363636365,0.4804469273743017,1-0
0.388641425389755,0.40182815356489954,0.26174496644295303,0.3831705484598047,0.45730247406225066,1-0
0.42093541202672613,0.4310786106032908,0.2080536912751678,0.414725770097671,0.4600957701516361,1-0
0.3559762435040832,0.36745886654478976,0.20134228187919462,0.3489857250187829,0.45969672785315246,0-1
0.30772086117297703,0.32065813528336384,0.28187919463087246,0.30052592036063114,0.4588986432561852,0-1
0.538604305864885,0.5404021937842779,0.18791946308724833,0.5304282494365139,0.4672785315243416,1-0
0.799554565701559,0.8756855575868374,0.18120805369127516,0.834710743801653,0.38188347964884284,0-1
0.36005939123979214,0.3491773308957953,0.040268456375838924,0.34184823441021794,0.48403830806065445,1-0
0.41759465478841873,0.42376599634369294,0.2348993288590604,0.40909090909090917,0.4644852354349561,0-1
0.4361544172234596,0.44351005484460704,0.2885906040268456,0.4286250939143501,0.4628890662410216,0-1
0.4083147735708983,0.42230347349177333,0.14093959731543623,0.4038317054845981,0.45610534716679973,0-1
0.3938381588715665,0.40292504570383914,0.22147651006711408,0.38655146506386184,0.4616919393455707,1-0
0.5579064587973274,0.5458866544789763,0.1610738255033557,0.54282494365139,0.4820430965682363,0-1
0.3377876763177432,0.3564899451553931,0.16778523489932887,0.33433508640120213,0.4521149241819633,0-1
0.5664439495174461,0.5517367458866546,0.436241610738255,0.5503380916604057,0.48483639265762174,1-0
0.4034892353377877,0.3926873857404023,0.2751677852348993,0.386175807663411,0.48324022346368717,0-1
0.27282850779510026,0.2767824497257769,0.2751677852348993,0.2603305785123967,0.46927374301675984,0-1
0.5579064587973274,0.6010968921389397,0.21476510067114093,0.5713749060856499,0.42178770949720673,0-1
0.37639198218262804,0.38720292504570386,0.14093959731543623,0.3696468820435763,0.4600957701516361,0-1
0.7371937639198218,0.7265082266910421,0.3422818791946309,0.7265214124718258,0.4776536312849162,0-1
0.4261321455085375,0.42340036563071304,0.2348993288590604,0.41322314049586784,0.4740622505985635,0-1
