Exactitud,F1,Sensibilidad,Recall,Precision,Especificidad,FNR,FPR,AUC
0.9,0.8989978058116433,0.9,0.9,0.9064616864616865,0.9499999952500001,0.09999999899999996,0.049999999749999934,0.983331790123457
