Dataset,Fold,Method,Exactitud,F1,Sensibilidad,Recall,Precision,Especificidad,FNR,FPR,AUC
estandarizado_PCA80,3,Ensemble_Media,0.8333333333333334,0.8329156223893066,0.8333333333333334,0.8333333333333334,0.8350168350168351,0.9166666620833333,0.16666666500000005,0.08333333291666666,0.9700000000000001
