y_true,y_pred,prob_1-0,prob_0-1,prob_1/2-1/2
1-0,1-0,0.42777501701782006,0.5328780723410977,0.039346910641082554
1-0,1-0,0.4304444566730354,0.5304229258593451,0.03913261746761962
1-0,0-1,0.5303501346634604,0.4299794833434265,0.039670381993113096
0-1,1-0,0.4155473908483449,0.5453898887423824,0.039062720409272764
1-0,1-0,0.42223612010339334,0.5389347754515303,0.03882910444507629
1-0,1-0,0.42881188179004687,0.5327786991957388,0.038409419014214546
0-1,1-0,0.4182059500580635,0.5424718358642827,0.0393222140776538
1-0,1-0,0.45946536746275873,0.5011334354445249,0.03940119709271624
1-0,0-1,0.5289116168672024,0.43138608239343673,0.039702300739360805
1-0,1-0,0.42604410820843736,0.5346969216131754,0.03925897017838733
0-1,1-0,0.4392063414396347,0.5220980981935426,0.03869556036682266
0-1,0-1,0.5082168268458825,0.4523157886608174,0.03946738449330012
0-1,1-0,0.4400523391793416,0.5205662375318328,0.03938142328882535
1-0,1-0,0.44112721465253724,0.5195552581752073,0.0393175271722554
1-0,1-0,0.42871745219704116,0.5325897201198675,0.03869282768309125
1-0,1-0,0.44488659489253257,0.5156260898151958,0.03948731529227175
1-0,1-0,0.423993108319952,0.5387718306605346,0.03723506101951347
0-1,1-0,0.44842217133059187,0.5121692031094017,0.039408625560006315
1-0,1-0,0.4206239077008919,0.5400146967899496,0.03936139550915864
1-0,1-0,0.43692312451025783,0.5239435302261337,0.03913334526360845
1-0,1-0,0.47018076406706744,0.49024155175258183,0.03957768418035084
1-0,1-0,0.4987134816132918,0.4619938240665902,0.039292694320118095
0-1,1-0,0.42963828104265783,0.5310727905726667,0.03928892838467574
1-0,1-0,0.44537591207906424,0.5152736833409152,0.039350404580020634
1-0,1-0,0.4238672261761335,0.5367043707794836,0.03942840304438279
1-0,1-0,0.42614796404242944,0.5352630256408261,0.038589010316744554
1/2-1/2,1-0,0.42226328365621046,0.5313488591345272,0.04638785720926245
0-1,0-1,0.5194087490694956,0.40551614158132915,0.07507510934917544
0-1,1-0,0.4256642305555848,0.5351145361778603,0.03922123326655495
0-1,1-0,0.41876920020445846,0.54187774730317,0.03935305249237172
0-1,1-0,0.4244073458301022,0.5361330910733428,0.03945956309655466
1-0,1-0,0.4193308279481653,0.541499304501365,0.039169867550469556
0-1,0-1,0.5092113919459219,0.45160184351137783,0.03918676454270043
0-1,1-0,0.4250165530139189,0.5357934268019654,0.03919002018411581
