Exactitud,F1,Sensibilidad,Recall,Precision,Especificidad,FNR,FPR,AUC
0.538,0.36541410909475697,0.3732247396369534,0.3732247396369534,0.3579238011082491,0.7038035264652143,0.626775259925804,0.2961964734532611,0
