Exactitud,F1,Sensibilidad,Recall,Precision,Especificidad,FNR,FPR,AUC
0.496,0.29183534161728764,0.3756088757019682,0.3756088757019682,0.37550638787417284,0.670705657567891,0.624391123914069,0.3292943423505843,0
