PC1,PC2,Result
-2.1012789256971462,0.41601759879892014,1-0
-2.6641755034088423,0.2256097174264654,1-0
1.2951268811568597,0.00743026184610274,1-0
0.7890028906382933,0.2380896789510883,1-0
4.638522683931602,-1.3544984585476316,1/2-1/2
-1.5669978021208668,0.0535028020856009,1-0
-0.6769742038774376,-0.7879855426578211,0-1
-3.072177482264248,-1.1181489440930539,1-0
-0.959198539592296,-0.06558228849239058,1-0
1.9315380821237025,0.0013153603936290077,0-1
1.0274475418282227,0.9118873175681713,0-1
-0.117121428013213,-1.02304599922583,0-1
-1.3743634974834478,0.015221110612921649,1-0
0.6831370520585409,-0.013686292324099831,1/2-1/2
0.3945256255748591,-0.010127259326100493,0-1
-0.39504215835595174,0.1543611016539539,0-1
0.8743207422516451,0.34444029626867706,0-1
0.1596370444965278,-1.2949485206789528,0-1
2.0630142577818114,0.6405341260256252,1-0
-1.8414824349568584,0.6606913278633668,1-0
1.1769789564193802,0.09282384456341881,0-1
1.0932042568619875,0.11968429228226309,0-1
-0.636796479030749,-0.08433021388527795,0-1
-0.4642298700114464,-0.0617149187448398,0-1
0.06263216903398443,1.0816210779087976,0-1
0.9272617811925967,0.1515764023236767,0-1
0.6202375495232674,-0.05681124694132862,1-0
-0.12687874573608487,0.14719559311690578,0-1
0.24709366943675654,0.18425611131249336,0-1
1.7440605028552971,0.3898936874692933,1-0
1.3740053372767593,-1.776157928572358,1-0
0.9504330326620138,-0.04665136865851312,1-0
-2.8344441630615127,-1.220502591450185,1-0
-1.86702984442902,-1.1000376715157751,0-1
1.2132067843546233,0.3213121868880518,0-1
-1.0458354550002358,-1.2530451250539936,0-1
-1.4869808340232424,0.6097219954758049,0-1
-3.275628284148851,1.256190570060098,1-0
-1.9514766942226849,0.022697248441847218,1-0
-3.9756180329908566,-0.07658960566893999,0-1
1.7083441614616601,0.2521831260926238,0-1
2.612993028300747,0.6954522120469128,1-0
0.9589484286830312,0.08736427861144072,0-1
2.277310094040123,0.11045396549452831,0-1
0.07240177390189464,-0.42561542497170546,0-1
1.4061513182821288,-0.9218411498672361,1-0
-1.7765009346797918,-0.6420421182896546,1-0
0.23516972228226912,-0.060546368265475596,1-0
-2.6857995716484346,-0.3812854168728994,0-1
1.2829479740674006,0.20317571856053301,1-0
-3.5714917301578364,0.721307458330307,1-0
0.3476340751213081,0.15873187752767517,0-1
2.0136190515924843,-0.37428760498903163,0-1
-1.3807226780413846,0.10190042720992774,1-0
-0.03647433672608372,-0.027707139706729087,0-1
1.916713443300136,-0.592867644830255,1-0
-1.073127184083789,0.07435610861477704,1/2-1/2
-0.9090671455314618,-0.05065816249517232,1-0
0.8867093900518854,0.18029077513133143,0-1
-1.6392433751857922,0.8785616246864735,1-0
-0.5669266242819788,-0.3823940076540053,0-1
0.968515245217698,0.06626193976493151,0-1
0.18038951642296125,0.09897265731401088,0-1
0.2588788255753474,-0.09825710056660998,0-1
0.21804470984890828,-0.07525912568071924,0-1
-2.1552152364823023,0.10791825576640068,1-0
1.4717167069195067,0.09018607296444557,0-1
2.840937736995479,0.6433724891348479,1-0
-1.5212887614601207,-0.624337789138075,1-0
-0.5475045449640891,-0.2621727741616281,1-0
-2.490659583233006,-0.40563252674021794,1-0
0.7641300742206238,0.09885032247172919,1-0
1.116324425015886,0.1090439923007354,0-1
-1.6080572275177876,-0.3342801263902077,1-0
-2.3485695655380563,-0.49082906092767675,0-1
1.479749672169936,1.2982066806011474,1-0
0.5843925430936374,-0.01459448287678961,1-0
0.7176976483101288,0.06130714889683261,0-1
2.1758900699537227,0.04543779383059912,0-1
-1.2965140736628602,0.1581576148795934,1-0
-0.5587684524187806,-0.6681677096107509,1-0
0.7699910460763928,-0.41794021438917384,0-1
-0.29477228156607216,0.19019983637692026,0-1
1.167540804920706,-0.06600114203128049,1-0
0.5579281276873046,0.23225256967211,0-1
-1.7859959004624124,-0.7723276759254898,0-1
-1.5000686815313693,-0.7008724122272711,0-1
0.8786564794053382,-0.08177242593547877,0-1
-2.1746760796073548,0.3655336897530916,1-0
0.3268553137617986,-0.30550570417937406,0-1
0.9218342389402798,-0.624463355926988,1-0
2.5258993584867655,-0.20491502867603578,1-0
-0.6258219188817743,-0.18509304901919393,1-0
1.365422827609951,0.039848867169569285,1-0
-2.9137787790939815,-1.1659303861618797,0-1
2.234735484072052,-0.4789309854452588,1-0
-0.8884379497673729,0.43179881130774395,0-1
0.0229768601741568,0.284806178859719,0-1
1.3886870966366422,0.102957850704424,0-1
1.7768254686330374,0.7423362706817813,1-0
-0.504358626113165,-5.937450132279463,0-1
0.7896724835085027,-1.8273199180422857,0-1
1.0079015562645774,-1.8573437829427712,0-1
-0.7891244696344654,-0.5217433731002703,0-1
-0.09172530244724413,2.6488441431691316,0-1
0.41961141041182337,0.11355443053513536,1-0
-0.23939964661327015,0.20747349393666667,0-1
-1.000911394406254,-0.02488223315902062,1-0
-1.868127687000913,0.04187947811188034,0-1
0.42755851945439577,3.7028995961119016,0-1
1.60758919894332,-0.9146980005386132,0-1
-0.6316563350586667,-0.3469693907901578,0-1
-0.8804996228520288,-0.3567244696229505,1-0
0.8770192400809526,0.16384340497977595,0-1
1.4919350378441953,-0.6290939562132712,1-0
2.9545387503197222,0.10623039833886475,0-1
-0.22946026767579378,-0.3756751142459751,1-0
0.9983683236353043,0.0022446309019558915,1-0
-2.219331693455047,-0.5175793649041839,0-1
-0.9226304900076966,-0.642854859431411,1-0
-2.7439527166935846,0.3361865651337181,1-0
-0.28788315989309504,-0.7241099053557695,1-0
-0.852045063125988,0.021829875302118208,0-1
-1.2969690121663198,-0.21217631268128173,0-1
0.42326076432649645,0.014884279970458155,1-0
2.116646531615881,0.17093321658671767,1/2-1/2
-1.1149931742964607,-1.070010413433832,0-1
-1.0016091064592298,0.11007261322388569,1-0
1.8197349903935693,0.9795267162986047,1-0
0.08320541125339931,-0.1724773826441844,0-1
1.2506609867748515,-0.897552304683203,0-1
-0.31585487090478914,0.07319321504447417,0-1
2.288161586998633,0.22315813901659512,1-0
-2.6693986720811953,0.8086467978855578,0-1
-2.806343160098187,1.1770606012464533,1-0
0.4590058193963719,0.06693801098878514,0-1
-0.5408224517700995,0.12305440561163362,0-1
0.06985620249942145,-0.18488316914685554,1-0
0.7312054386103902,-0.7065265120417558,0-1
-1.5421160270262557,0.3046365984115502,1-0
-2.5595287014149446,0.30142582839377974,0-1
-2.3726157958948773,0.17998062361487932,1-0
2.209110644577374,-0.24847442234584144,0-1
0.17058189710709126,0.3295319790332125,0-1
0.8524526217795049,-0.24193362646420416,1-0
-0.6147719922836085,0.0027087083248019572,1-0
1.8064797140422866,0.22669630151580542,0-1
3.1832523514770252,0.7844966595113526,0-1
0.9692738785774652,-0.036143451875820326,1-0
-2.8004610214371906,1.072994715384939,0-1
0.15440955666167802,-0.26068356105733675,1-0
0.1946383648238855,0.2553842967145443,1-0
0.45467229751396177,0.21224628627448278,1-0
0.8121885655072796,0.05978767220323911,1-0
0.7341383596528523,-0.0028503277939271295,1-0
1.6802546172674182,-0.190036006810846,0-1
-1.6212733979671277,-0.2145076369790212,1-0
-0.014746152829971135,-0.32790811198119424,0-1
0.6949978408921235,0.24338180592875616,0-1
-1.197638817513581,-0.4272743257544073,0-1
0.5376817534288287,0.02050070225836571,0-1
1.1817606733995913,-0.07494938992645205,1-0
0.2739574118966544,-0.1783728763583756,0-1
2.6516496286359774,-0.0864737365323506,0-1
-3.0082603196704323,1.197345956070364,1-0
0.9874738267238873,0.08077988233091472,1-0
2.0750224324706217,0.05028341040767312,1-0
0.6767614990755525,0.5849884246110714,1-0
2.4492988304884014,0.10171070055709788,0-1
3.387758276801472,-0.41616651245339276,0-1
-2.451560043550723,0.006876453934625108,0-1
-0.04910143891334376,0.19050327621187443,1-0
0.6265389033600264,-0.3487019793027209,0-1
1.8868725512679856,-0.4641094983158972,0-1
0.573448911892184,-0.2803929250196744,1-0
0.3046512659510434,5.727473121887758,1-0
1.1529170239799584,0.25894020249433647,1-0
3.4891620801607797,2.1596907675867145,1-0
0.34997785205271104,-0.23545271875091955,0-1
0.6239377963566377,0.40533726785829083,0-1
-0.6589771199132379,-0.18435089843609861,0-1
-0.6428892377168578,-0.12010274949707508,0-1
-0.28778326580726177,0.055534094753347175,0-1
-2.034795442839387,0.653642468444817,0-1
-0.8088583449141045,-0.40896661484280095,0-1
-0.49721967024198854,0.5510095251810506,1-0
-0.8278946412636679,-0.5566530617952614,1-0
-3.366308247148411,-0.7932843662934833,1/2-1/2
0.4586643190639843,0.3879313618751407,1-0
-0.8887264177587593,0.033283526620931696,0-1
-2.1845891908545862,-0.21709067185159775,0-1
-0.3337220111499649,-0.22560119224115902,0-1
0.41712574787891044,0.15308529637888948,1-0
2.142332159294449,-0.15248225059756876,0-1
0.2348801845797307,0.18110199751644443,0-1
-2.0334745058682957,0.20341066909731897,0-1
1.062863909866804,4.7244688756623265,1-0
1.3864211676715141,0.7558193101965198,0-1
0.7026061262441631,1.7311959356775857,0-1
-0.2369828733696901,0.021160204726001594,1-0
0.748838652602922,0.3200321237086418,0-1
1.14074579688441,0.08181253667805903,1-0
-0.08410902742868037,-0.3766804974465933,0-1
-0.09268865148175434,0.1417331244270722,0-1
0.894747744175963,0.2969198531367772,0-1
-1.6375775553080683,0.42178060458585237,1-0
-3.03760886392397,-0.16558905372977528,0-1
2.088675624069538,0.07705596886418155,1-0
-0.6080547299963531,0.2079718533493053,0-1
-0.16310881068544178,-0.036477675790685615,1-0
-1.3254255209178432,-0.05880949303384476,0-1
0.8654103924457074,0.6383121854757587,1-0
-0.8858445800318159,0.9245471818694225,1-0
1.6833845956746956,-1.1315420286388091,0-1
2.212950730394962,-0.13526324005929857,1-0
2.5420869257970997,-0.48595409247392574,0-1
2.5522031101984326,0.7348901719618063,0-1
1.0523113778261193,0.7031428606995237,1-0
0.4855748474197352,0.5250321558675499,1-0
-3.673652736495921,0.7314688403462623,1-0
-1.679579681578764,0.9551457433551899,0-1
-0.7401054173940722,-0.3842507157287437,0-1
1.2429952926453929,-0.3407154245043584,1-0
-2.5082371857756436,-0.9460752998077712,1-0
1.0538550671016296,-0.3058431600408706,0-1
1.4081126158026982,-0.336291280861949,1-0
-0.5570824023240806,0.05344793058377303,1-0
3.7837259898275355,-1.5823581721894604,0-1
0.1592392050978733,0.43053218966634454,0-1
2.372313301244232,-0.6914680983738815,0-1
0.5925047866913308,3.935716258388724,1-0
-1.8697031442792347,-1.445050099545473,1-0
-3.2442898803964635,1.1201729104691693,1-0
1.9325007252258226,-0.22854213771183624,1/2-1/2
0.07898485232438135,-0.7117897594113337,1-0
-1.0971370207704614,0.28663584026828287,1/2-1/2
1.3067878245448545,-0.4208751449272919,1-0
1.813873942688821,0.4968943991405013,1-0
0.24279654122449518,-0.12896556629085926,0-1
-2.1181587403378277,0.7400428333674669,1-0
0.4917550830915117,-0.08531273241036538,0-1
0.6303854663374727,-0.09370862790517716,0-1
0.12065099709146532,-0.25279674238897537,1-0
1.8470056067780425,0.0027343121480349333,0-1
1.6423665672999792,0.07179635417991621,1-0
0.7304900754493312,-0.5443438276979822,0-1
2.0987580914425767,-0.6660942005253282,0-1
-0.017644420255887562,0.16673812830046267,1-0
1.6927132999171226,0.15185609896899335,1-0
3.7647177909179073,-0.03567924203287017,0-1
3.433508372389643,-0.7533253640555886,0-1
-2.181065043552682,1.1780334871771725,1-0
-2.7710416574438947,0.17745363476849485,1-0
0.8463885767696344,-0.36336299243434383,1-0
-2.1047165898755553,0.01436252036817625,0-1
-0.8465942719200602,0.8041814788066899,0-1
0.3734409540877594,0.2792789250869354,0-1
-1.223204605710198,-0.27017226503089586,1-0
-0.2991903948204158,-0.31596763831593155,1-0
3.5892272412759154,-0.4139869080731303,0-1
1.5593879072097332,-0.22852769790779123,1-0
-1.5843035753429697,0.17255399638897762,1-0
3.552368695657695,0.9345166644421494,1-0
-1.001626757567313,0.13730045118475304,1-0
-1.5883689925738704,-0.5875274627606812,0-1
-1.3265979264735752,-0.09663730400688089,0-1
0.6173246497259022,-0.7070219837400424,0-1
2.6188403802222986,-0.7324444571711105,1-0
1.1758155312834204,0.40297984693838945,0-1
-0.23560504626567308,0.541811830438646,1/2-1/2
0.48259212174478566,0.4937110049976811,1-0
0.5643091453929205,-0.4583908228753107,0-1
-1.9503708295621023,-0.2416534520434621,0-1
-0.8186294374369253,-0.5114288871856257,1-0
0.39124594844926114,0.824089795770706,0-1
0.2640113978246642,6.402304918585125,1-0
0.6160325595539498,-0.2169386559238633,1-0
0.869727675025966,1.13050766935525,1-0
-0.15344068825900986,1.3323399066762434,1-0
