Exactitud,F1,Sensibilidad,Recall,Precision,Especificidad,FNR,FPR,AUC
0.4845,0.2581117961722865,0.2580221352485984,0.2580221352485984,0.28833096349542386,0.6710077550212574,0.6559704858992401,0.3289922448971561,0
