Exactitud,F1,Sensibilidad,Recall,Precision,Especificidad,FNR,FPR,AUC
0.9588888888888888,0.9586665122250889,0.9588888888888888,0.9588888888888888,0.9627220927220926,0.9794444395472223,0.04111111069999999,0.02055555545277773,0.0
