PC1,PC2,PC3,Result
-2.1012789256971462,0.41601759879892014,-0.7920900076895626,1-0
-0.11741304786413416,-0.3749848276984281,1.2464750785894383,0-1
-2.6641755034088423,0.2256097174264654,1.2753394378710976,1-0
1.5001643901169885,-0.0495668277025578,-0.5863005585263656,1-0
2.35342798229602,-0.24709801621788763,1.0750176173786063,0-1
0.20689511987961928,0.3183157032136151,-0.8319204726918906,1-0
0.15327031706758093,-0.7098877227242151,0.6603789827836389,1-0
0.8755849980616897,0.048256284707067026,0.6464911989682044,1-0
0.12760572307134035,-0.09925596336756355,-0.33498444695865387,0-1
1.2951268811568597,0.00743026184610274,0.011137014882142813,1-0
-0.8751632822544039,-0.49945098928885984,-0.004166602672091698,1-0
0.7890028906382933,0.2380896789510883,-1.1609397038813647,1-0
-0.4037470075968525,0.29323168391007776,-0.9266473817311555,1-0
-1.3046067388109701,0.27626961007001755,-0.6904839834206759,1-0
-0.5661884301110676,-2.7881272724359323,0.8723675476723737,0-1
0.34609980589331146,-0.8620076016811742,0.46197469549062015,1-0
4.638522683931602,-1.3544984585476316,1.906544513545042,1/2-1/2
-1.5669978021208668,0.0535028020856009,-0.1961335948103759,1-0
2.5400827001726016,0.11915831749081915,-0.6868291260239199,0-1
-0.6769742038774376,-0.7879855426578211,1.1480522725836904,0-1
1.1232291373913945,-0.1899914081459229,-0.5377845142718614,1-0
0.27891881995445605,0.1602535879018655,1.6015616875536842,0-1
-0.13881388858162788,-0.16468625289061167,1.1471560222004906,0-1
-3.072177482264248,-1.1181489440930539,-0.7193495982647118,1-0
-0.914334751705485,-0.12274695179079244,2.536801584074126,0-1
-0.959198539592296,-0.06558228849239058,-1.3605081256770497,1-0
0.8066049449685935,0.2701890056308399,-1.2964445180972903,1-0
0.5398478641571028,-0.41258190332384037,1.6656809759124327,1-0
0.29635360030733165,1.1117146398303341,0.5844840160523557,1/2-1/2
1.9315380821237025,0.0013153603936290077,-1.3464301066544013,0-1
-1.0706901233493114,0.19252498450727432,-0.679540889566834,0-1
1.0274475418282227,0.9118873175681713,-1.8525696736525818,0-1
-0.24927844633873505,-0.4272680148115908,-0.45418167385416663,1-0
-3.8855262775141046,0.10935254086246197,-0.023744878308544097,1-0
2.015307450081368,0.19193194711405792,-0.4385329865090223,0-1
0.9569996055365486,0.05366133841299993,-1.2225067078567502,1-0
0.6712240916232298,-1.3163406183185504,-0.840568398867978,0-1
-1.11647607538808,-0.15398329677830686,1.4023052033959378,1-0
1.7293944455780144,-0.9845287651958503,-0.3686955693145215,1-0
-0.04055719609318794,0.3643704519505095,-1.052454893463614,1-0
-0.6194630045696382,-0.5227890832702474,0.012428500905413259,0-1
-2.0961158748662325,-1.0907493045251067,-0.8306654010904394,1-0
-1.60324106589291,-0.42866214919662315,-1.6409495195023416,0-1
-0.6959236935837847,-0.5651006865501904,0.8442510523661015,1-0
-0.8020755541689302,-0.1352758030832024,-0.23382635509534314,0-1
-0.117121428013213,-1.02304599922583,2.7900582816772013,0-1
-1.3743634974834478,0.015221110612921649,-0.7195163781558804,1-0
-0.788228269835685,0.18173284485634197,1.6006230445780276,1-0
-0.15271865754127115,0.5635332550785117,-0.44957753346351076,1-0
-2.8959181732825856,-0.13500365279526474,-0.731043070102178,1-0
-0.0860933649309813,0.1563890011402427,-1.28353684336835,0-1
1.1022507395581767,-0.21467128203319266,2.209578610194511,1-0
-0.9983234893933244,0.5598348130149075,-0.3590794903932144,1-0
-0.5893070347610764,-0.1683653432120702,0.4761515392372178,1-0
0.6831370520585409,-0.013686292324099831,0.39809958452329713,1/2-1/2
-1.047637753030763,-0.36897201580848,-0.4312707261406558,0-1
-0.323237770737368,-0.004417157323649528,-0.09708996417719425,1-0
0.3945256255748591,-0.010127259326100493,-0.5083769792750211,0-1
-2.456284200055557,0.12884438653483465,0.6709318319257738,1-0
-1.61574861658685,-0.8638712308942585,0.4202649743217973,1-0
-1.0949396931060345,-0.02590195143525977,-0.02343237996944298,0-1
-3.3348124646837918,-1.194886181683963,0.0733998273208188,0-1
-0.009067011474096574,-0.07077104665474458,-0.5106075715147574,1-0
-0.9617273964749378,0.9135941386673481,0.17200397387475128,1-0
-2.0952506040149728,-0.02071180929169353,-0.1770035806602575,0-1
-0.39504215835595174,0.1543611016539539,0.6290007912807096,0-1
-1.4590546084815395,0.03354602929099752,-0.7692351065354969,1-0
0.7920478163030651,0.7867278469404094,-0.3172644056286425,0-1
-1.5091885058022878,-0.18757974094322666,0.8529144685643077,0-1
0.8743207422516451,0.34444029626867706,-1.503287059142263,0-1
0.5286327674727257,0.14865463233681553,0.6595997122229033,0-1
-0.2569727210215316,0.34073405455262,-1.221438608985256,1-0
0.3707011350852262,-0.131822640899691,-1.2104016813358291,1-0
0.9794332573285266,0.24505525124392713,-0.5089484868661507,1-0
-3.691219409593303,0.0070887160542100576,-0.21436627814403303,0-1
2.07952580743935,0.19123790812927077,-0.2447253177619509,1-0
-0.5301774718138574,0.1570090413614079,0.9297024203180496,1-0
4.487611151116166,-1.7746050183560715,-1.5671116144190127,0-1
0.1596370444965278,-1.2949485206789528,0.3585135483243906,0-1
1.3091595116871444,-0.009536203441449315,-0.20031235142147313,0-1
0.40945216478366214,-0.04213591375758829,-0.3103191712869316,1-0
2.0630142577818114,0.6405341260256252,0.5178962653138406,1-0
2.8684738031324386,1.41980411076463,-1.0193504375583187,1-0
1.565601784060825,0.12569899362052883,-0.08953036641108761,1-0
-1.4718900395736492,0.830436430836838,-1.4621644132554505,1-0
