y_true,y_pred,prob_1-0,prob_0-1,prob_1/2-1/2
1-0,0-1,0.5763461124689178,0.3513732033918351,0.07228068413924715
1-0,1-0,0.4327723451105616,0.5543937588493533,0.012833896040085179
1-0,0-1,0.6093865790285474,0.3496545168750117,0.04095890409644086
0-1,1-0,0.4443548748469069,0.512822988206202,0.042822136946891326
1-0,1-0,0.3510017657183801,0.6336382731452411,0.01535996113637887
1-0,1-0,0.26216043401743105,0.724137161161598,0.013702404820971091
0-1,1-0,0.39310195841801315,0.5765352410503791,0.030362800531607666
1-0,1-0,0.3753860458064023,0.4666618455466719,0.1579521086469259
1-0,0-1,0.49279333694293037,0.48507563660093567,0.022131026456133972
1-0,1-0,0.48120358506543764,0.5061045289830015,0.012691885951560811
0-1,1-0,0.32049968381751087,0.6644750752709535,0.015025240911535497
0-1,1-0,0.4468099851777828,0.5370455501586522,0.01614446466356506
0-1,1-0,0.39000549909983967,0.5888336349767967,0.02116086592336354
1-0,1-0,0.48414566470180137,0.5031689161339916,0.012685419164207061
1-0,1-0,0.38698260001049767,0.6007549636650039,0.012262436324498539
1-0,0-1,0.5383268858019635,0.4348954333082161,0.026777680889820448
1-0,1-0,0.366650438017709,0.6191875464144698,0.014162015567821219
0-1,1-0,0.3369256060414794,0.6485680173342363,0.014506376624284348
1-0,1-0,0.39304082495849624,0.5893049812296554,0.017654193811848427
1-0,1-0,0.4686726051462953,0.5189214781973386,0.012405916656366157
1-0,0-1,0.5250929370532151,0.343962577730942,0.13094448521584282
1-0,0-1,0.5475522453863284,0.4368259176474599,0.015621836966211715
0-1,1-0,0.35839551562197336,0.4936443049043949,0.14796017947363174
1-0,0-1,0.49600022948266437,0.49114520430583597,0.012854566211499703
1-0,1-0,0.3607146651306108,0.625550718766551,0.013734616102838063
1-0,1-0,0.3278542869708296,0.6594696166597128,0.012676096369457452
1/2-1/2,1-0,0.35404287608891616,0.43215953087165976,0.21379759303942417
0-1,0-1,0.5125646083249608,0.3759357034719827,0.11149968820305672
0-1,1-0,0.34908995861197106,0.6348862545224054,0.016023786865623543
0-1,1-0,0.41993780195295927,0.5609324046509315,0.019129793396109318
0-1,1-0,0.47312581378005314,0.505051252879349,0.021822933340597823
1-0,1-0,0.30808229482929705,0.6767055477428924,0.015212157427810569
0-1,0-1,0.5633733946404319,0.4210890481953128,0.015537557164255169
0-1,1-0,0.3674207351965646,0.5995606446611838,0.0330186201422516
0-1,1-0,0.28793621489667864,0.6878510826700206,0.024212702433300738
0-1,0-1,0.6480434057584761,0.3382656631470315,0.013690931094492462
1-0,1-0,0.4374727053644346,0.5504815488841022,0.012045745751463041
1-0,0-1,0.628833951996446,0.35640178970068076,0.014764258302873232
0-1,1-0,0.4583472860309039,0.5240078926931477,0.017644821275948356
0-1,1-0,0.48082851628284606,0.497473371480202,0.02169811223695193
1/2-1/2,1-0,0.26526002674649113,0.4349042165476074,0.2998357567059013
0-1,0-1,0.607107736810707,0.37420585213778323,0.018686411051509897
0-1,1-0,0.25295741301631736,0.43580823770871646,0.3112343492749661
1/2-1/2,0-1,0.4932330855181658,0.41468267614734583,0.09208423833448848
0-1,0-1,0.6138985780346227,0.3701856982346851,0.01591572373069221
0-1,1-0,0.3428862097664041,0.64171312404255,0.015400666191045914
1/2-1/2,1-0,0.45716406859408776,0.4880382150974315,0.05479771630848077
1-0,0-1,0.5157236104406533,0.47105037306759745,0.013226016491749348
1-0,0-1,0.6587817236479898,0.32453796309401006,0.016680313258000186
0-1,1-0,0.43797579612997584,0.5261632276516242,0.03586097621840008
1-0,1-0,0.23634126040301967,0.7428474560426527,0.02081128355432762
0-1,1-0,0.39075183448113204,0.597074538915916,0.012173626602951819
1-0,0-1,0.573949355383746,0.3089336214753736,0.11711702314088024
0-1,1-0,0.4491494995517066,0.5358965942356412,0.014953906212652267
1/2-1/2,0-1,0.5060874439875526,0.4715675819349709,0.02234497407747652
1-0,0-1,0.49084756511283334,0.4842959413920856,0.024856493495081046
1-0,1-0,0.3338756493909786,0.6184027226267574,0.047721627982263974
0-1,1-0,0.35990882310146677,0.6270263872393089,0.013064789659224248
0-1,1-0,0.4902654806488227,0.4970878813134246,0.012646638037752657
0-1,1-0,0.3132766450809823,0.6714718771102359,0.015251477808781824
0-1,0-1,0.5449649239455823,0.4418120071138102,0.013223068940607631
0-1,0-1,0.5108672072665958,0.4751785074158552,0.013954285317548762
1-0,1-0,0.47483780709421164,0.5102622464603981,0.014899946445390362
1-0,1-0,0.3619835573297101,0.6233762816564568,0.014640161013833027
1-0,0-1,0.5495737360060979,0.4380744423409458,0.012351821652956264
1/2-1/2,1-0,0.35199613463963864,0.36840703080531045,0.27959683455505113
0-1,1-0,0.3410151662375512,0.6466604505245216,0.012324383237927311
1-0,0-1,0.6289005267647905,0.35823147019414386,0.01286800304106557
0-1,0-1,0.4897175895685497,0.4654963665895695,0.04478604384188083
1-0,0-1,0.6470686666211529,0.3325128519759962,0.02041848140285084
1-0,1-0,0.3481651371660686,0.5727326859334643,0.07910217690046703
1-0,1-0,0.4534613796592755,0.5340050272159881,0.012533593124736366
1-0,0-1,0.5180920113690403,0.4688215743937055,0.013086414237254254
0-1,0-1,0.4938917778477169,0.48835316103537496,0.017755061116908152
1-0,0-1,0.5853809224096779,0.3906248050608046,0.023994272529517365
0-1,0-1,0.5966418073420438,0.3897186055688483,0.013639587089108021
0-1,1-0,0.27566899838306624,0.7119296434629384,0.012401358153995358
1-0,0-1,0.4973668125993601,0.48745258322650276,0.015180604174137165
0-1,1-0,0.48271740780068995,0.5041759170961806,0.01310667510312957
1-0,1-0,0.3685882471913399,0.44791944060848254,0.18349231220017756
1-0,0-1,0.7127761617281776,0.2735647126097914,0.013659125662031006
0-1,1-0,0.38445343697297996,0.6054517650377178,0.010094797989302351
1-0,0-1,0.4955531018606235,0.4757006738554038,0.02874622428397261
0-1,0-1,0.4439922577869351,0.380727448306295,0.17528029390677005
0-1,0-1,0.6087717930728784,0.30905488760890243,0.08217331931821927
1-0,0-1,0.5929598324396179,0.3866464170846513,0.020393750475730724
1-0,1-0,0.3772623237531468,0.4913302727110652,0.13140740353578803
0-1,0-1,0.685199330021195,0.30192503288776706,0.012875637091038018
1-0,1-0,0.26573904405240045,0.42314153034134977,0.31111942560624994
0-1,1-0,0.45768459268532247,0.5295064586006516,0.012808948714025804
0-1,0-1,0.5025690204159741,0.47296316422444173,0.024467815359584144
0-1,0-1,0.7274175442147385,0.2593231438870137,0.01325931189824768
0-1,1-0,0.336492756427198,0.5853235548867144,0.07818368868608777
0-1,1-0,0.4679991059860524,0.48153781206377083,0.05046308195017683
0-1,1-0,0.32681781679182265,0.6424408361479128,0.03074134706026453
1-0,1-0,0.17120748862181812,0.8186546485669302,0.010137862811251728
1-0,0-1,0.5751080362331688,0.4123311765740245,0.01256078719280667
0-1,1-0,0.47881082144850773,0.5072033083206086,0.013985870230883813
0-1,1-0,0.4489733344840268,0.5385110380589021,0.012515627457071023
0-1,1-0,0.47282156541224457,0.5117364082131877,0.01544202637456766
1-0,1-0,0.4606790385909914,0.5247409507120974,0.014580010696911113
1/2-1/2,1-0,0.2287445195399767,0.5129843229356668,0.2582711575243564
0-1,0-1,0.7722521585741994,0.19704563604826117,0.03070220537753937
0-1,0-1,0.5646408453506158,0.4046192540322372,0.030739900617146997
0-1,1-0,0.42545860871370333,0.5295953981160115,0.0449459931702853
1-0,1-0,0.3248308944272501,0.6567999874433943,0.018369118129355693
0-1,0-1,0.521002226985105,0.466041398084326,0.012956374930568849
1-0,0-1,0.4775109766339126,0.45417103450633906,0.06831798885974827
0-1,1-0,0.2703166734736259,0.608865705902781,0.12081762062359294
0-1,0-1,0.631663525177941,0.35252366895480286,0.015812805867256058
1-0,0-1,0.5357558690406387,0.4520638102408166,0.012180320718544798
0-1,1-0,0.3098135830845922,0.6558485712083773,0.034337845707030454
1-0,1-0,0.3461433307641887,0.637779188721305,0.016077480514506304
1-0,0-1,0.5685221474824469,0.4170384391839046,0.014439413333648532
1-0,1-0,0.44846207804608756,0.5390718986884293,0.012466023265483118
1-0,1-0,0.43791396342114425,0.5450061376476418,0.017079898931213894
1-0,0-1,0.5575586668445819,0.4285525676160427,0.013888765539375469
1-0,1-0,0.33834711383224786,0.6391253238505658,0.022527562317186344
1-0,1-0,0.4195445973748676,0.5678723622903078,0.012583040334824555
1/2-1/2,1-0,0.2564530226302967,0.5856673319189348,0.15787964545076855
1-0,1-0,0.4359610122482253,0.5458612778936671,0.018177709858107686
0-1,1-0,0.2953586573048941,0.5800203805054367,0.12462096218966921
0-1,0-1,0.5490004698781614,0.431756069084412,0.019243461037426572
0-1,1-0,0.2614298312214298,0.719922869852483,0.018647298926087255
1-0,1-0,0.40449526232660077,0.540842793787191,0.054661943886208236
0-1,1-0,0.4439081849004823,0.5382769225319071,0.017814892567610676
1-0,0-1,0.5546032409360813,0.4273510497617393,0.018045709302179497
1-0,1-0,0.47671940595754264,0.5119118978647612,0.011368696177696102
1-0,0-1,0.5899125535558412,0.37548038631487246,0.03460706012928638
0-1,1-0,0.36810734680363527,0.6163101537096431,0.015582499486721439
1-0,0-1,0.5263461220808834,0.4486777659244622,0.02497611199465438
0-1,1-0,0.40008200270626654,0.5870274422342299,0.012890555059503601
0-1,0-1,0.5246631396645998,0.449591687444728,0.02574517289067227
1/2-1/2,0-1,0.47974875911089543,0.43670253122157504,0.08354870966752961
1-0,0-1,0.5448331491247852,0.43445160422810447,0.02071524664711038
1-0,0-1,0.5615566602655877,0.4251707557606035,0.013272583973808828
0-1,0-1,0.7241948597018728,0.25236427116197774,0.02344086913614952
0-1,1-0,0.4419690687986739,0.5405918972770729,0.01743903392425318
1-0,1-0,0.35449297594311385,0.6330459498448149,0.012461074212071287
0-1,1-0,0.22110024743283985,0.7669005539780553,0.011999198589104797
0-1,1-0,0.3954126743715139,0.5753030787564837,0.029284246872002467
0-1,1-0,0.37916863542515344,0.580190785600452,0.040640578974394465
0-1,1-0,0.3071856443404837,0.5509523970497205,0.14186195860979572
1-0,1-0,0.44947686905016015,0.5342825148979147,0.016240616051925106
1/2-1/2,1-0,0.2042721411262243,0.4712611740671119,0.3244666848066637
0-1,0-1,0.49314953316427645,0.47769311598487774,0.029157350850845788
0-1,1-0,0.31999329072513055,0.648604510142196,0.03140219913267331
1-0,1-0,0.40871689219432855,0.5745973932124175,0.01668571459325387
1-0,0-1,0.6264846991304849,0.28559781945836604,0.08791748141114931
1-0,0-1,0.5986791584881221,0.3807488240038316,0.020572017508046145
0-1,0-1,0.5075691339432612,0.4807808697526617,0.011649996304077136
1-0,1-0,0.3465490615024548,0.6402866651879944,0.013164273309550964
1-0,0-1,0.5328117799162648,0.42649331782081396,0.04069490226292109
1-0,0-1,0.5099176512413099,0.4022733416948342,0.0878090070638558
1-0,1-0,0.20669203457221916,0.7811506727660048,0.012157292661775877
0-1,1-0,0.36433057243890543,0.6164386667904663,0.01923076077062816
1-0,1-0,0.38241360656664153,0.6017093136294396,0.015877079803918826
0-1,1-0,0.4684974483263217,0.5143302925316995,0.017172259141978855
1-0,0-1,0.5055660409628894,0.47055682401734245,0.023877135019768278
1-0,1-0,0.387150960624951,0.5957855490850292,0.017063490290019943
0-1,0-1,0.5169726633757243,0.4651985474231663,0.017828789201109245
1-0,0-1,0.5044206488145957,0.47531692559201355,0.020262425593390705
1-0,0-1,0.6641021131773799,0.3200152597596909,0.01588262706292917
1-0,1-0,0.4440626318751953,0.5288011647295758,0.02713620339522873
1-0,0-1,0.5120004163984868,0.46932288286175905,0.018676700739754123
1-0,0-1,0.5055723519265148,0.4808685440551076,0.013559104018377462
1-0,0-1,0.6582995366067378,0.32001959314097983,0.02168087025228241
0-1,0-1,0.4510722489613297,0.43644912693695015,0.11247862410172021
0-1,1-0,0.40107182104018074,0.5686433896434804,0.030284789316338902
1-0,1-0,0.2742722017839531,0.7123506974267048,0.013377100789342039
1-0,1-0,0.46572298621869157,0.507522708168638,0.02675430561267038
0-1,1-0,0.4337544519040323,0.47074829307954524,0.09549725501642245
1/2-1/2,1-0,0.40847283479432445,0.4461894377288371,0.14533772747683843
1/2-1/2,0-1,0.6276910493682886,0.3109360185684451,0.06137293206326624
0-1,1-0,0.4483576297928352,0.5395085255985301,0.012133844608634578
1-0,1-0,0.18308689114775595,0.7748012329083616,0.042111875943881896
1-0,0-1,0.5489132408177755,0.4270352111800555,0.024051548002169052
1-0,1-0,0.4129854532274199,0.5066595156526648,0.08035503111991528
1-0,1-0,0.2337106464928684,0.7513878337586349,0.01490151974849664
1-0,0-1,0.5766792913436141,0.40421113413906407,0.019109574517321752
1-0,0-1,0.5423216364187181,0.444086166595284,0.013592196985997871
1-0,1-0,0.4844894006432519,0.49280625740491624,0.022704341951831762
1-0,1-0,0.25494639656025136,0.7096106128270261,0.035442990612722644
1/2-1/2,1/2-1/2,0.22599165104486618,0.3043888572504678,0.4696194917046658
0-1,1-0,0.35048612940243595,0.6341329983965325,0.01538087220103169
0-1,1-0,0.41345137889538464,0.4739804367690938,0.11256818433552146
0-1,1-0,0.31177747142072276,0.6439011455770869,0.044321383002190434
1-0,1-0,0.4534619933586,0.527301465973874,0.019236540667526045
0-1,1-0,0.36094554594142525,0.6077628683275906,0.0312915857309842
0-1,0-1,0.6301299076707001,0.35420993334049,0.01566015898880981
0-1,0-1,0.6223573803935598,0.3649351556087251,0.012707463997715229
0-1,0-1,0.6288644900497263,0.3575515311039253,0.013583978846348373
1-0,0-1,0.4954888456612171,0.48832189020588335,0.016189264132899575
1-0,1-0,0.43181746653024256,0.5563517877805645,0.011830745689193043
1-0,0-1,0.6576900310060496,0.32949826427009266,0.012811704723857656
1-0,1-0,0.4508191768401978,0.5356863553666047,0.013494467793197577
1-0,1-0,0.34697429272057795,0.5785625043828815,0.07446320289654068
1-0,0-1,0.5250485041095665,0.4542134525260817,0.020738043364351894
0-1,1-0,0.34321342879304695,0.6418999385146396,0.014886632692313558
1-0,0-1,0.5233489219363512,0.46388887998192285,0.012762198081726012
1-0,1-0,0.4156948569752663,0.5711270992912177,0.013178043733515984
1-0,1-0,0.4361293995803467,0.5513474070663236,0.012523193353329633
1-0,1-0,0.37328253342620044,0.6131737628266907,0.013543703747108903
1-0,0-1,0.6466242895042053,0.3407396341181994,0.012636076377595423
1-0,1-0,0.4373931513803134,0.5381056815206231,0.024501167099063453
1-0,0-1,0.4975204437432449,0.46923371462626623,0.03324584163048885
0-1,1-0,0.42175915218445414,0.5658427658141231,0.012398082001422873
1-0,1-0,0.46083456176414633,0.5121860355101052,0.02697940272574849
1-0,0-1,0.44054115476488764,0.35814917996370343,0.20130966527140884
0-1,0-1,0.45058980790355796,0.3779692693585741,0.17144092273786782
0-1,1-0,0.38875201322738473,0.5935866650594737,0.01766132171314166
1-0,0-1,0.5070955168835479,0.4799054495907948,0.01299903352565728
1-0,0-1,0.4873353875576635,0.47765827435863256,0.03500633808370393
0-1,1-0,0.4505003201625123,0.5348644643624791,0.014635215475008453
0-1,0-1,0.4941680900287063,0.36633320662189667,0.13949870334939696
0-1,1-0,0.3378581936024659,0.6472817628604148,0.014860043537119338
0-1,1-0,0.2884984695882652,0.6989285871872264,0.012572943224508469
0-1,0-1,0.5065779257307202,0.3098632784414933,0.1835587958277864
1-0,1-0,0.35121792824114045,0.5792458314250669,0.06953624033379285
0-1,0-1,0.5590503922929067,0.42402915201218544,0.016920455694907875
0-1,1-0,0.35361195309237775,0.5102005845046546,0.1361874624029677
1-0,0-1,0.519035231440842,0.46431049426387794,0.016654274295280182
1/2-1/2,0-1,0.4713242622000797,0.4226863739082126,0.10598936389170771
1-0,1-0,0.3879729965123302,0.5847720637455327,0.027254939742137125
1-0,0-1,0.5542193570961063,0.4329980812938743,0.012782561610019498
1-0,1-0,0.3720126381543443,0.5927137170596883,0.03527364478596737
0-1,0-1,0.5023833428879061,0.48584592098138624,0.011770736130707518
1-0,1-0,0.4761312167051782,0.5000294416977082,0.02383934159711347
1-0,0-1,0.5132868042597365,0.4739791767978338,0.012734018942429755
0-1,1-0,0.4401683321693888,0.5473431238875774,0.012488543943033828
0-1,1-0,0.418667893597655,0.567406863171505,0.013925243230839972
0-1,0-1,0.5169016068311838,0.46913480267043856,0.013963590498377797
0-1,0-1,0.5941908108270538,0.3898409044066671,0.015968284766279033
1-0,0-1,0.4763224878858991,0.43516875553821416,0.08850875657588675
0-1,1-0,0.47005548503955075,0.5118790225753339,0.0180654923851154
1-0,1-0,0.450692089718297,0.5365990216595466,0.01270888862215639
1-0,1-0,0.39661091035251245,0.58994547993122,0.013443609716267416
0-1,1-0,0.45114580387177616,0.5350647177658235,0.013789478362400432
1-0,1-0,0.39153705917662374,0.5957152910141996,0.012747649809176555
1-0,0-1,0.5167461752654072,0.4632231293185494,0.0200306954160433
1-0,0-1,0.5294630734160032,0.4576537390009663,0.01288318758303045
1-0,1-0,0.4632564668297654,0.5164383891551947,0.020305144015039953
1-0,0-1,0.575449867214438,0.4105478229107171,0.014002309874844996
0-1,1-0,0.4217925225288166,0.5579275847537488,0.020279892717434623
1-0,0-1,0.5284141083068996,0.4593668383938865,0.012219053299213913
1-0,0-1,0.5584196282237827,0.42425954687905876,0.01732082489715848
1-0,0-1,0.5006711445870606,0.48271211509181117,0.01661674032112825
0-1,0-1,0.6309191595932335,0.303517048889684,0.06556379151708251
0-1,0-1,0.5174456466430953,0.46884938016712724,0.01370497318977731
1-0,1-0,0.42269377924121565,0.565900745615718,0.01140547514306625
1-0,1-0,0.4375787469363525,0.5386242555229809,0.023796997540666595
1-0,1-0,0.37445895650196487,0.5702730977636645,0.055267945734370744
0-1,0-1,0.6246587024033484,0.3614983123969242,0.013842985199727455
0-1,1-0,0.24778637664730443,0.5190207770204831,0.23319284633221254
1-0,1-0,0.48350262107356345,0.4992480015051046,0.017249377421331917
0-1,1-0,0.46378680720695187,0.5232956105364637,0.012917582256584525
