Dataset,Fold,Method,Exactitud,F1,Sensibilidad,Recall,Precision,Especificidad,FNR,FPR,AUC
estandarizado_PCA95,1,KNN,0.8333333333333334,0.8294970161977835,0.8333333333333334,0.8333333333333334,0.8498168498168498,0.9166666620833333,0.16666666500000002,0.08333333291666666,0.9583333333333334
