Exactitud,F1,Sensibilidad,Recall,Precision,Especificidad,FNR,FPR,AUC
0.505,0.3465141428836884,0.35177585401007483,0.35177585401007483,0.3770142238322907,0.6812960691210813,0.6482241455547418,0.31870393079739406,0
