Exactitud,F1,Sensibilidad,Recall,Precision,Especificidad,FNR,FPR,AUC
0.5315,0.3284391147509018,0.36078171192675007,0.36078171192675007,0.3618766125813558,0.6923626432688673,0.6392182876338793,0.307637356649608,0
