Dataset,Fold,Method,Exactitud,F1,Sensibilidad,Recall,Precision,Especificidad,FNR,FPR,AUC
original_PCA80,3,NaiveBayes,0.8666666666666667,0.8653198653198654,0.8666666666666667,0.8666666666666667,0.875,0.9333333286666665,0.13333333200000003,0.06666666633333333,0.9666666666666668
