Exactitud,F1,Sensibilidad,Recall,Precision,Especificidad,FNR,FPR,AUC
0.493,0.31956376616309146,0.3369709171235889,0.3369709171235889,0.32376695345287754,0.670020898041808,0.6630290824348615,0.32997910187666735,0
