Exactitud,F1,Sensibilidad,Recall,Precision,Especificidad,FNR,FPR,AUC
0.526,0.3133758517733741,0.314232370212014,0.314232370212014,0.3490543813827665,0.6949941063601734,0.581023506020263,0.30500589355824004,0
