PC1,Result
362.8462201683096,1/2-1/2
553.1910822533796,0-1
1126.5804294917357,1-0
787.2265299622823,1-0
538.8356741145662,0-1
970.7995791096596,0-1
-912.085411276928,0-1
-830.463856637271,0-1
-449.5154517937722,0-1
291.08378159425365,1-0
-120.59440337750038,1-0
-680.5613594718598,0-1
-289.05985350950095,0-1
1759.8440521357775,0-1
-159.18420027047387,1-0
777.7564300833396,0-1
957.9881453343246,1-0
-787.9557332530158,1-0
-511.83302399241575,0-1
638.0807402789328,1-0
-123.92657076351861,1-0
-922.484591415775,0-1
-1640.1036380663045,1-0
-314.50772272683434,0-1
372.5871545698574,0-1
-229.58368735098838,0-1
-756.6883926332703,0-1
1013.3658326049876,0-1
154.2716963981502,1-0
172.01093679140422,0-1
172.28359345268336,1-0
1135.1784126728826,1-0
-521.0871845692368,1-0
1451.6672236696581,0-1
935.6054033403389,0-1
-768.9045483825612,1-0
-459.94716129086555,1-0
-586.4297704378546,1-0
-1557.0370591035742,1-0
459.86475399487927,1-0
649.9505273617046,1/2-1/2
-820.8673602423128,1-0
437.20482874345544,0-1
957.0014944395857,0-1
-637.2365482331593,0-1
444.10058767091914,0-1
609.8175767266562,0-1
518.0980944294201,1-0
412.5173167376638,1/2-1/2
78.7618179088804,0-1
1424.0310876758545,1-0
692.8649748519879,0-1
-319.7120288898459,1-0
664.1164221042636,1-0
1016.9156630490666,1-0
608.2140368365781,1-0
906.5951576475086,1-0
-706.5261955913693,0-1
290.1192558178268,1-0
742.142070734782,1-0
-58.15517388028866,0-1
14.573638462240979,0-1
-245.17017993415493,1-0
230.61223872978508,1-0
-8.548746114518053,1-0
1657.8087306506845,1-0
-229.61782168809168,1-0
-86.71496174517733,0-1
673.9961544227904,1/2-1/2
921.7317822639798,1-0
-356.56578365508176,1-0
-377.39577468812286,0-1
-1004.5242590306727,1-0
-338.72353544705675,0-1
-402.8894936619131,0-1
-74.24139663374854,0-1
-257.36861292518506,0-1
23.219709304799835,0-1
-1204.891200435623,0-1
404.2647075066661,0-1
