Dataset,Fold,Method,Exactitud,F1,Sensibilidad,Recall,Precision,Especificidad,FNR,FPR,AUC
original_PCA80,4,KNN,0.9,0.899749373433584,0.9,0.9,0.9023569023569024,0.9499999952499999,0.09999999900000002,0.049999999749999996,0.9683333333333333
